BAD,LOAN,MORTDUE,VALUE,REASON,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,Other,Office,Sales,Mgr,ProfExe,Self
0,25100,147622,187441,1,3,0,0,170.4807208,0,16,41.52143161,0,0,0,0,0,1
0,25100,77088,111568,0,7,0,0,288.0080252,2,29,32.55083764,0,0,0,1,0,0
0,25100,21490,71571,0,,1,1,101.9251329,1,25,30.44411926,1,0,0,0,0,0
0,25100,28244,48375,0,28,0,0,303.0950845,,13,31.68881825,1,0,0,0,0,0
0,25100,46614,69750,0,17,0,0,193.2525794,1,22,33.71535165,0,1,0,0,0,0
0,25100,,59783,0,,0,0,307.7497359,0,19,39.27702198,1,0,0,0,0,0
0,25100,65633,100776,0,15,0,1,141.9381303,0,29,40.62020969,1,0,0,0,0,0
0,25100,41314,71357,0,19,0,0,183.6314283,1,22,33.66553412,0,1,0,0,0,0
0,25100,58042,98964,0,16,0,1,125.7958639,0,29,38.3722235,1,0,0,0,0,0
0,25100,26889,47061,0,28,0,0,318.9013325,,13,31.32456596,1,0,0,0,0,0
0,25100,118559,150172,0,4,,,279.1980214,1,37,42.98797946,0,1,0,0,0,0
0,25100,26211,42517,0,28,0,0,313.3362279,,12,31.29506957,1,0,0,0,0,0
0,25100,96627,128022,0,1,0,0,197.6334714,3,37,35.98054235,0,0,0,0,1,0
0,25100,66938,92544,0,8,1,1,135.6650702,4,26,34.56587631,0,0,0,0,1,0
0,25100,23269,75668,0,,2,1,73.31788498,2,25,28.16593014,1,0,0,0,0,0
0,25100,143881,243809,1,27,0,0,353.9908365,1,18,39.87670703,0,0,0,0,1,0
0,25100,73398,115065,0,5,0,0,88.60633747,2,31,42.05024445,1,0,0,0,0,0
0,25100,44639,75412,0,22,,1,284.9136704,0,29,39.51801709,1,0,0,0,0,0
0,25100,24205,54464,0,25,0,0,116.4407697,0,11,22.45936936,1,0,0,0,0,0
0,25100,137489,168216,0,7,1,0,211.2089809,1,20,34.76794885,1,0,0,0,0,0
0,25100,108235,201918,0,24,0,0,199.4864637,0,19,23.65233981,1,0,0,0,0,0
0,25200,94712,127247,0,8,0,0,166.82201,0,30,39.02592642,0,1,0,0,0,0
0,25200,55283,103324,0,0,0,0,181.4513682,0,26,32.92386047,0,0,0,0,1,0
0,25200,63258,100392,0,0,0,0,194.7013158,0,25,35.27446098,0,0,0,0,1,0
0,25200,22773,72541,0,,1,2,92.583557,1,26,30.42091482,1,0,0,0,0,0
0,25200,51789,75569,0,25,,1,281.9286846,1,30,40.87461909,1,0,0,0,0,0
0,25200,26255,50963,0,24,0,0,302.4312241,,12,31.25832865,1,0,0,0,0,0
0,25200,137054,207511,1,4,0,0,188.5746595,0,27,39.96388766,0,0,0,0,1,0
0,25200,,68083,0,26,0,0,128.4230865,0,8,21.05500114,1,0,0,0,0,0
0,25200,75037,102227,0,9,0,0,148.7297782,0,21,37.23969674,0,1,0,0,0,0
0,25200,73168,93608,0,9,0,0,151.1214795,0,21,35.59032677,0,1,0,0,0,0
0,25200,55823,90658,0,0,0,0,85.31414308,0,22,35.57129493,0,1,0,0,0,0
0,25200,69510,90781,0,6,0,1,143.8313539,4,25,35.3269126,0,0,0,0,1,0
0,25200,74038,114722,0,9,0,1,304.0041559,1,28,31.36072725,0,0,0,1,0,0
0,25300,60084,88898,0,7,0,0,227.0869244,0,19,36.44443099,1,0,0,0,0,0
0,25300,137813,214014,1,5,0,0,187.1925099,0,27,38.65684666,0,0,0,0,1,0
0,25300,139427,245988,1,28,0,0,366.1101514,1,18,36.27844415,0,0,0,0,1,0
0,25300,115226,153900,0,6,,,303.0140835,2,36,41.71511069,0,1,0,0,0,0
0,25300,118744,153552,0,5,,,307.876199,1,35,43.46926337,0,1,0,0,0,0
0,25300,,33975,1,23,0,0,79.16325954,2,14,27.17922554,1,0,0,0,0,0
0,25300,22361,50688,0,24,0,0,125.407464,0,11,25.18149884,1,0,0,0,0,0
0,25300,122933,157009,0,3,0,0,280.5738445,0,24,38.74080142,0,0,0,1,0,0
0,25300,51261,87025,0,4,0,0,249.8361848,2,25,31.65878641,0,0,0,1,0,0
0,25300,56393,86612,0,6,0,0,258.1473687,1,25,33.19387553,0,0,0,1,0,0
0,25300,46780,62536,0,18,0,0,189.1366883,0,22,30.74672437,0,1,0,0,0,0
0,25300,62540,101165,0,0,0,0,195.4513312,0,25,35.20086451,0,0,0,0,1,0
1,25400,136322,,0,2,0,5,303.7379347,1,27,16.6446745,0,0,0,0,1,0
0,25400,76194,98188,0,0,,,245.2678533,5,23,42.13810643,0,0,0,1,0,0
1,25400,107343,192642,0,1,0,10,192.6716931,1,14,35.75976024,1,0,0,0,0,0
0,25400,61907,87133,0,0,0,1,81.49211941,0,22,34.36469831,0,1,0,0,0,0
0,25400,149364,210724,1,10,0,0,266.5067241,1,34,41.61798303,1,0,0,0,0,0
0,25400,82553,107422,0,9,1,0,305.7597054,2,29,32.72167844,0,0,0,1,0,0
0,25400,44800,78000,0,21,0,0,211.0333333,1,27,,1,0,0,0,0,0
0,25400,158111,209649,1,10,0,0,254.3361895,1,34,43.13677016,1,0,0,0,0,0
1,25400,83943,129189,0,,1,1,5.243341044,,41,42.93355731,0,0,0,1,0,0
0,25400,62906,96327,0,17,0,0,110.6201271,1,16,33.76074836,1,0,0,0,0,0
0,25400,138132,243327,1,27,0,0,349.9409295,0,19,37.82005452,0,0,0,0,1,0
0,25400,69035,108365,0,13,0,0,281.2219109,1,33,39.5433415,0,0,0,0,1,0
0,25400,61771,105880,0,17,0,1,130.1504229,0,29,37.19524901,1,0,0,0,0,0
0,25400,,45369,0,,,,87.26384702,,12,27.5294977,1,0,0,0,0,0
0,25500,135728,178942,0,0,,,133.9564941,,38,32.42562995,0,0,0,1,0,0
0,25500,,31777,1,23,0,0,82.29350724,3,15,28.07899411,1,0,0,0,0,0
0,25500,143881,178914,0,7,0,0,323.0225718,0,35,37.57582198,0,0,0,0,1,0
1,25500,63967,87239,0,6,0,0,,0,0,33.05107375,1,0,0,0,0,0
0,25500,79689,117577,0,9,0,0,114.9684987,0,19,26.48488637,0,0,0,0,1,0
0,25500,44562,79481,0,10,0,0,126.2778082,1,19,40.25073803,1,0,0,0,0,0
1,25500,25828,44166,0,,0,1,187.8625184,,17,39.42789016,1,0,0,0,0,0
0,25500,50847,79738,0,20,0,0,204.6779007,0,26,35.86008764,1,0,0,0,0,0
0,25500,79593,113063,0,9,0,0,135.7406135,0,19,28.04079318,0,0,0,0,1,0
0,25500,113204,184561,0,17,1,0,308.9581984,1,31,34.357866,0,0,1,0,0,0
0,25500,26603,64347,,1,0,0,117.432365,1,6,39.25791203,0,1,0,0,0,0
0,25500,84267,117833,0,12,0,1,123.7568565,0,18,27.47115778,0,0,0,0,1,0
0,25500,235839,267506,1,5,0,0,240.2170139,3,51,39.04842776,0,0,0,0,0,1
0,25500,,121708,0,8,1,0,151.9693412,0,27,33.15994063,0,0,0,1,0,0
0,25500,,44707,0,,,,95.59549608,,12,27.50357097,1,0,0,0,0,0
0,25500,32458,52329,0,15,0,0,105.7836806,2,24,29.86627823,1,0,0,0,0,0
0,25500,,43031,0,,,,89.16926731,,13,28.86528212,1,0,0,0,0,0
0,25500,73083,126995,0,1,0,0,289.2008986,1,24,37.31620765,0,1,0,0,0,0
0,25600,,51974,0,,,,100.6768656,,13,28.11606742,1,0,0,0,0,0
0,25600,47936,80600,0,23,,1,290.4782768,0,30,37.73494052,1,0,0,0,0,0
0,25600,241570,264772,1,4,1,0,260.7419889,2,50,37.37997465,0,0,0,0,0,1
0,25600,196689,247025,0,8,0,0,105.425354,1,25,42.6702753,1,0,0,0,0,0
0,25600,58606,89508,0,8,1,0,140.7127577,2,30,41.66996371,1,0,0,0,0,0
0,25600,78441,128814,0,2,0,0,310.5000998,1,24,38.73864962,0,1,0,0,0,0
0,25600,240092,263958,1,5,1,0,245.6794706,2,51,38.97353933,0,0,0,0,0,1
0,25600,111000,153000,0,7,0,0,112.6333333,3,27,,0,0,0,0,1,0
1,25600,46000,80000,0,,0,0,135.9,2,19,,1,0,0,0,0,0
0,25600,76383,103544,0,0,,,222.2421983,5,24,42.93996933,0,0,0,1,0,0
1,25600,105480,126389,0,25,0,2,307.4029037,2,35,36.76382417,0,0,0,1,0,0
0,25600,,147598,,,,,,,,14.46198733,,,,,,
1,25600,50910,87358,0,19,2,0,104.4064722,0,27,42.67745065,1,0,0,0,0,0
0,25600,144616,211230,1,7,0,0,199.0913081,0,27,39.00292833,0,0,0,0,1,0
1,25600,65030,92453,0,5,0,0,,0,0,35.02885642,1,0,0,0,0,0
0,25600,77123,103014,0,1,,,231.7942011,3,24,43.67128143,0,0,0,1,0,0
0,25600,140649,212089,1,4,0,0,187.8714209,0,29,40.03321863,0,0,0,0,1,0
0,25600,76102,119391,0,5,0,0,87.62538217,1,32,40.92995432,1,0,0,0,0,0
0,25600,139746,210298,1,6,0,0,185.1125764,1,28,38.36889038,0,0,0,0,1,0
0,25700,94295,143788,0,23,0,0,220.7295189,0,13,42.35812804,0,0,0,1,0,0
0,25700,31333,56733,0,13,0,0,97.08615056,2,25,30.61978676,1,0,0,0,0,0
0,25700,32039,54499,0,15,0,0,114.8074121,2,24,31.14295705,1,0,0,0,0,0
0,25700,189995,250814,0,9,0,0,100.8009427,1,25,41.00583277,1,0,0,0,0,0
0,25700,26059,51800,0,24,0,0,118.0311312,0,10,23.08547854,1,0,0,0,0,0
0,25700,50800,85000,0,23,1,2,184.2666667,1,20,,1,0,0,0,0,0
0,25700,197425,242602,0,8,0,0,102.9603455,2,26,41.27712717,1,0,0,0,0,0
0,25700,43881,69954,0,10,0,0,126.4730656,0,20,40.76906182,1,0,0,0,0,0
0,25700,83733,116386,0,8,0,1,397.8706892,0,44,41.86989334,0,1,0,0,0,0
1,25700,32613,63065,0,0,0,0,218.4852751,0,22,41.21010704,1,0,0,0,0,0
0,25700,23047,76575,0,,2,1,104.5662029,2,26,29.29663349,1,0,0,0,0,0
0,25700,85417,98179,1,7,,,,,,30.82947717,,,,,,
0,25700,103598,144594,0,19,0,0,217.944828,0,13,41.13564938,0,0,0,1,0,0
0,25700,63054,104624,0,15,0,1,132.1071172,0,29,40.20529288,1,0,0,0,0,0
0,25800,140785,208421,1,3,0,0,176.2714893,0,28,39.74500284,0,0,0,0,1,0
0,25800,,63456,0,25,0,0,148.8162847,0,8,22.06576364,1,0,0,0,0,0
0,25800,,68913,0,26,0,0,123.6444881,0,9,22.92513606,1,0,0,0,0,0
0,25800,70804,106892,0,12,0,0,291.0720275,1,33,40.77228326,0,0,0,0,1,0
0,25800,82058,116330,0,11,0,1,128.4471699,0,18,27.98945739,0,0,0,0,1,0
0,25800,112388,180313,0,16,0,0,295.5460058,0,31,33.24109601,0,0,1,0,0,0
0,25800,137140,167096,0,7,0,1,209.085283,1,19,36.18947433,1,0,0,0,0,0
0,25800,,51824,0,,,,89.59981508,,12,28.54647846,1,0,0,0,0,0
0,25900,201877,239546,1,6,0,0,134.8532427,0,42,40.39811434,1,0,0,0,0,0
1,25900,42105,73249,0,2,0,0,109.2111561,3,22,31.80908592,1,0,0,0,0,0
0,25900,118965,154728,0,8,0,0,101.1976068,3,26,32.59840187,0,0,0,0,1,0
0,25900,,33888,1,24,0,0,73.85849672,2,14,28.24306257,1,0,0,0,0,0
1,25900,,,0,20,0,2,190.9965648,0,22,31.16238948,1,0,0,0,0,0
0,25900,108319,135884,0,8,1,0,188.3758019,5,18,40.50485505,0,0,0,1,0,0
1,25900,58000,95000,,3,0,1,34.66666667,6,28,,0,0,0,0,0,1
0,25900,145700,211151,1,6,0,0,182.1713721,1,27,38.48048457,0,0,0,0,1,0
0,25900,80663,122372,0,10,0,1,133.669494,0,18,26.57393079,0,0,0,0,1,0
0,25900,152071,185893,1,0,0,0,185.543512,0,16,40.6422789,0,0,0,0,0,1
0,25900,59575,85837,0,22,0,1,189.7553505,0,19,24.87461511,1,0,0,0,0,0
0,25900,56784,91401,0,2,0,1,90.16369704,0,23,34.09893173,0,1,0,0,0,0
0,25900,58693,86469,0,1,0,1,94.12956341,0,23,32.12756274,0,1,0,0,0,0
1,25900,21852,57518,1,2,0,0,80.16847942,2,11,31.98368604,1,0,0,0,0,0
0,25900,61064,94714,0,2,0,0,98.80937484,0,23,34.56594425,0,1,0,0,0,0
1,26000,43314,71303,0,8,0,7,246.3186749,3,23,43.21523351,1,0,0,0,0,0
0,26000,150773,179077,0,1,0,0,186.914467,0,35,38.70777971,1,0,0,0,0,0
0,26000,238005,260479,1,5,1,0,242.2901595,2,51,35.45765879,0,0,0,0,0,1
0,26000,100548,207647,0,22,0,0,218.5959913,0,18,26.55949496,1,0,0,0,0,0
0,26000,107291,137426,0,9,2,0,191.57344,4,18,40.76740141,0,0,0,1,0,0
0,26000,45963,74279,0,20,,0,295.6669448,1,29,37.91727288,1,0,0,0,0,0
0,26000,222681,286283,1,6,,4,485.9453583,,55,33.23935548,0,0,0,0,1,0
0,26000,139904,172310,0,6,1,0,204.1144147,0,19,34.83482969,1,0,0,0,0,0
0,26000,75034,100852,0,10,0,0,152.3539807,0,20,36.3563094,0,1,0,0,0,0
1,26000,79714,,0,1,0,4,125.7666667,0,23,,0,0,0,0,1,0
1,26000,154000,190000,,0,0,4,171.4333333,3,58,,1,0,0,0,0,0
0,26000,58794,91413,0,5,0,0,230.6802307,0,19,37.99692333,1,0,0,0,0,0
0,26000,119553,158687,0,5,0,0,290.7585045,0,24,36.97751891,0,0,0,1,0,0
0,26000,81764,118388,0,9,0,0,130.1924181,0,18,28.15413466,0,0,0,0,1,0
0,26000,20119,54563,0,24,0,0,126.9879594,0,11,25.62363851,1,0,0,0,0,0
0,26000,47067,63292,0,17,0,0,174.6210154,2,21,33.67314644,0,1,0,0,0,0
0,26100,,36277,0,9,0,,79.33145984,,13,20.51714628,1,0,0,0,0,0
0,26100,75164,108483,0,7,0,0,300.8359581,2,28,30.07140205,0,0,0,1,0,0
0,26100,113266,182082,0,18,0,0,304.8524691,1,31,33.19394936,0,0,1,0,0,0
0,26100,150464,203202,1,10,0,0,248.4819453,1,33,43.11219067,1,0,0,0,0,0
0,26100,,35271,0,9,0,,96.52831616,,14,23.31865001,1,0,0,0,0,0
0,26100,80176,113247,0,9,0,1,294.7520334,1,29,33.19212531,0,0,0,1,0,0
0,26100,,151429,,,,,,,,15.56700107,,,,,,
0,26100,,120470,0,7,0,0,161.2876716,0,27,34.13000366,0,0,0,1,0,0
0,26100,103949,208432,0,23,0,0,202.592647,0,18,23.29023448,1,0,0,0,0,0
0,26100,50605,77841,0,21,,0,286.4482043,1,31,41.17380505,1,0,0,0,0,0
1,26100,73525,,0,3,1,,106.6522984,0,6,22.50817251,0,1,0,0,0,0
0,26100,20566,50534,0,24,0,0,140.5532102,1,10,24.09826676,1,0,0,0,0,0
0,26200,105096,136580,0,9,2,0,181.3585917,4,17,39.18736161,0,0,0,1,0,0
0,26200,75096,120859,0,4,0,0,107.1771177,2,31,38.55297875,1,0,0,0,0,0
0,26200,77952,113285,0,5,0,0,90.01609154,1,31,39.39066028,1,0,0,0,0,0
0,26200,141109,245422,1,28,0,0,343.7871223,1,18,38.11355594,0,0,0,0,1,0
0,26200,72648,123582,0,0,1,0,331.3528857,0,23,37.54583738,0,1,0,0,0,0
0,26200,49323,77160,0,23,,1,286.1816551,0,29,39.67630465,1,0,0,0,0,0
0,26200,149599,181869,0,1,0,0,204.0289898,0,35,39.80087956,1,0,0,0,0,0
0,26200,100931,132627,0,11,0,1,169.0320939,0,28,41.08956919,0,1,0,0,0,0
1,26200,51599,87148,0,,0,0,129.9339205,2,19,,1,0,0,0,0,0
0,26200,189252,241754,0,9,0,0,97.31488774,2,25,40.31269773,1,0,0,0,0,0
0,26300,87291,122531,0,10,0,1,128.4832581,0,18,27.83750961,0,0,0,0,1,0
0,26300,,37310,1,26,0,0,92.85512943,2,15,27.21702865,1,0,0,0,0,0
0,26300,94337,123054,0,0,1,0,204.9173394,2,38,35.72585219,0,0,0,0,1,0
0,26300,147600,184207,0,5,0,0,310.3481457,0,35,38.23508627,0,0,0,0,1,0
0,26300,118304,177819,0,17,0,0,299.2172523,1,30,34.36826933,0,0,1,0,0,0
0,26300,25685,51023,0,35,0,0,261.470872,0,23,40.08504815,1,0,0,0,0,0
0,26300,52394,93307,0,24,0,1,184.6560958,0,19,23.54869835,1,0,0,0,0,0
0,26300,58369,88124,0,7,0,0,234.2215473,1,20,37.15829482,1,0,0,0,0,0
0,26300,52296,91041,0,24,1,2,193.8537132,0,19,24.89378113,1,0,0,0,0,0
0,26300,,51055,0,,,,70.25339459,,14,28.20743574,1,0,0,0,0,0
0,26300,114956,147793,0,3,,,296.5601545,2,35,43.80729316,0,1,0,0,0,0
0,26300,,45913,0,,,,92.57722408,,13,27.92400089,1,0,0,0,0,0
0,26300,,43472,0,,,,90.08032697,,12,28.68850032,1,0,0,0,0,0
0,26300,25530,79885,0,,1,1,105.6387889,2,26,29.92863683,1,0,0,0,0,0
0,26300,78851,109090,0,8,0,0,405.4304292,0,44,42.34162639,0,1,0,0,0,0
0,26300,189302,249773,0,7,0,0,106.6093074,1,26,42.76938671,1,0,0,0,0,0
0,26300,94916,127526,0,0,0,0,195.8476245,2,37,36.01849565,0,0,0,0,1,0
0,26400,43781,66030,0,17,0,0,184.3849541,2,21,31.48990578,0,1,0,0,0,0
0,26400,79163,123792,0,0,0,0,310.6145549,0,24,38.1099786,0,1,0,0,0,0
0,26400,73679,98614,0,10,0,0,151.6287037,0,20,38.15962279,0,1,0,0,0,0
0,26400,130672,212536,0,10,0,0,221.5068316,3,26,20.26991879,0,0,0,0,1,0
0,26400,128413,207302,0,9,0,0,228.0151317,3,26,17.87219518,0,0,0,0,1,0
0,26400,122105,165000,0,1,0,0,234.4,2,24,,0,0,0,1,0,0
0,26400,153853,188760,1,2,0,0,172.5708333,0,17,43.35819405,0,0,0,0,0,1
0,26400,240907,260638,1,7,1,0,255.415514,3,51,37.65291911,0,0,0,0,0,1
0,26400,134642,182719,0,0,,,122.4568633,,39,32.69880046,0,0,0,1,0,0
0,26400,44333,68945,0,18,0,0,173.4953921,2,21,32.34941205,0,1,0,0,0,0
0,26400,220432,283978,1,6,,5,480.3560137,,56,33.7142391,0,0,0,0,1,0
0,26400,196412,250164,0,9,0,0,97.27834927,1,26,42.334246,1,0,0,0,0,0
0,26400,59288,87753,0,8,1,1,145.8824924,3,29,38.97248671,1,0,0,0,0,0
0,26500,29751,57501,,1,0,0,114.359189,2,7,37.07547187,0,1,0,0,0,0
0,26500,23742,77878,0,,2,1,99.37716841,2,26,28.87672375,1,0,0,0,0,0
0,26500,145393,187324,1,3,0,0,194.2277448,1,16,40.85486499,0,0,0,0,0,1
0,26500,,63918,0,25,0,0,135.4409472,0,8,20.16138785,1,0,0,0,0,0
0,26500,63345,100332,0,16,0,0,139.5105459,0,30,38.42744457,1,0,0,0,0,0
0,26500,240782,267675,1,6,0,0,229.3070258,1,50,37.740919,0,0,0,0,0,1
0,26500,,38964,0,11,1,,102.7529024,,14,20.35358209,1,0,0,0,0,0
0,26500,112059,179599,0,15,0,0,313.2053014,0,30,36.35910417,0,0,1,0,0,0
0,26500,77198,131090,0,0,0,0,312.9088037,0,24,37.83016379,0,1,0,0,0,0
0,26500,,64211,0,26,0,0,127.4120114,0,10,22.28949083,1,0,0,0,0,0
0,26500,84769,127773,0,2,0,0,190.8604772,2,25,42.03163913,1,0,0,0,0,0
1,26500,61223,92255,0,2,0,1,214.0325389,0,17,1.85553998,1,0,0,0,0,0
0,26500,34678,68000,0,14,1,0,88.3,6,16,,0,0,0,1,0,0
1,26500,14000,45000,0,0,0,0,195.2333333,1,7,,1,0,0,0,0,0
1,26500,82859,,1,0.4,2,0,177.5,0,22,,0,1,0,0,0,0
0,26500,76599,119041,0,4,0,0,97.26565847,1,31,40.12650973,1,0,0,0,0,0
0,26500,134952,165451,0,8,1,0,225.3236722,1,19,35.73485637,1,0,0,0,0,0
0,26500,,61089,0,27,0,0,144.1920343,0,9,22.81386786,1,0,0,0,0,0
0,26500,47820,76159,0,24,,0,282.4450078,0,30,41.28888238,1,0,0,0,0,0
0,26500,,122693,0,9,0,0,153.9424281,0,27,32.20081121,0,0,0,1,0,0
1,26600,62895,103000,0,1,0,5,187.4666667,2,34,,0,0,0,0,0,1
0,26600,148986,175750,0,1,0,0,197.3917133,0,35,40.51498958,1,0,0,0,0,0
0,26600,61151,97072,0,16,0,1,133.4481104,0,29,39.22971154,1,0,0,0,0,0
0,26600,94954,131913,0,0,1,0,187.1408236,2,37,35.27011322,0,0,0,0,1,0
0,26600,78491,121598,0,4,1,0,84.58301005,1,33,41.34234309,1,0,0,0,0,0
0,26600,140561,208775,1,5,0,0,197.5241025,1,27,36.87838912,0,0,0,0,1,0
1,26600,84843,115850,0,2,0,0,137.5388776,2,37,42.57188992,0,0,1,0,0,0
0,26600,49610,78355,0,23,,0,278.603564,0,30,39.52990361,1,0,0,0,0,0
0,26600,128238,165316,0,1,0,0,236.0659719,2,23,36.93931917,0,0,0,1,0,0
0,26600,122501,153280,0,2,0,0,289.581723,0,25,38.1297118,0,0,0,1,0,0
0,26700,146193,185200,0,11,0,0,156.2294564,0,36,39.21027209,0,0,0,0,1,0
0,26700,40785,75601,0,14,1,0,98.2405209,5,15,34.15422819,0,0,0,1,0,0
0,26700,144243,176096,0,1,0,0,194.6797961,0,34,40.47924358,1,0,0,0,0,0
0,26700,73468,108774,0,11,0,0,290.0805914,1,32,39.0422045,0,0,0,0,1,0
0,26700,,120179,0,8,0,0,162.12582,0,27,35.09551993,0,0,0,1,0,0
0,26700,81968,114647,0,10,0,1,126.7073197,0,19,27.05672697,0,0,0,0,1,0
0,26700,23361,55483,0,36,0,0,280.8076057,1,23,39.89165429,1,0,0,0,0,0
0,26700,186185,233480,0,0,0,0,290.578837,1,32,41.74120105,0,0,0,0,1,0
0,26700,129559,170042,0,1,0,0,232.6461734,1,24,34.11753289,0,0,0,1,0,0
0,26700,18590,53462,0,25,0,0,111.9955708,1,11,22.95980677,1,0,0,0,0,0
0,26800,149729,183027,0,7,0,0,331.2565571,0,34,37.00088322,0,0,0,0,1,0
0,26800,133594,173255,0,8,0,0,215.968328,1,19,36.94699749,1,0,0,0,0,0
0,26800,145772,193135,0,12,0,0,147.9387954,0,36,40.90432104,0,0,0,0,1,0
0,26800,96895,144482,0,23,0,0,201.9678752,0,13,40.16216065,0,0,0,1,0,0
0,26800,148471,183284,0,4,0,0,323.262383,0,35,37.27227131,0,0,0,0,1,0
0,26800,139309,166621,0,5,0,0,217.2114826,0,20,35.18585706,1,0,0,0,0,0
1,26800,89146,128923,0,7,2,1,114.4619553,7,16,2.83029717,0,0,0,1,0,0
0,26800,124199,166404,0,1,0,0,243.9420995,2,23,34.50965688,0,0,0,1,0,0
0,26800,46236,62711,0,17,0,0,175.075058,1,22,33.05993364,0,1,0,0,0,0
0,26800,35485,74949,0,14,0,0,84.76662481,5,15,36.19145855,0,0,0,1,0,0
0,26800,145745,211400,1,6,0,0,184.7116347,1,27,39.84839123,0,0,0,0,1,0
0,26800,213165,282068,1,5,,4,476.728281,,55,31.18166119,0,0,0,0,1,0
1,26800,138216,170052,0,10,0,0,199.7387114,1,29,76.42147805,0,0,0,0,1,0
1,26800,18459,53907,0,0,0,0,200.4170271,0,6,71.51211057,1,0,0,0,0,0
0,26900,74982,126972,0,0,0,0,315.8189112,0,23,38.32598985,0,1,0,0,0,0
0,26900,,35397,0,7,0,,85.25084072,,13,20.83725547,1,0,0,0,0,0
0,26900,69446,104590,0,11,0,0,287.2759924,1,32,41.49906043,0,0,0,0,1,0
0,26900,57414,92916,0,0,0,0,70.28190571,0,22,34.39630178,0,1,0,0,0,0
0,26900,115638,145440,0,4,,,294.7001921,2,36,43.90864533,0,1,0,0,0,0
1,26900,69000,106500,0,0.6,0,1,115.7,2,19,,0,0,1,0,0,0
0,26900,67144,92923,0,16,0,0,89.11217349,1,17,32.79147803,1,0,0,0,0,0
0,26900,47882,78854,0,11,0,0,132.3473921,0,19,41.13070668,1,0,0,0,0,0
0,26900,98324,129210,0,0,1,0,185.2058111,3,38,34.65064913,0,0,0,0,1,0
0,26900,54071,85557,0,0,0,2,91.20997623,0,22,34.5971919,0,1,0,0,0,0
0,26900,113724,151969,0,4,,,294.8927627,1,36,42.39724899,0,1,0,0,0,0
0,26900,72848,101736,0,10,0,0,131.4096343,0,21,36.36902746,0,1,0,0,0,0
0,26900,45763,73797,0,23,,0,291.5916815,1,29,39.37085816,1,0,0,0,0,0
0,26900,215692,286555,1,8,,5,468.1781224,,55,30.55300542,0,0,0,0,1,0
1,27000,79218,115721,0,9,0,0,280.3437201,0,35,33.22776308,1,0,0,0,0,0
0,27000,77910,117590,0,4,0,0,91.8742111,2,31,38.49715498,1,0,0,0,0,0
0,27000,50375,70656,0,8,0,0,125.7160414,1,20,43.1338449,1,0,0,0,0,0
0,27000,13718,35684,0,16,2,0,122.2944468,1,18,24.35575958,1,0,0,0,0,0
0,27000,144901,178093,0,7,0,0,331.1139721,0,34,40.5665519,0,0,0,0,1,0
0,27000,45482,77000,0,0.8,0,0,164.3,3,19,,0,1,0,0,0,0
1,27000,124000,162000,0,0.8,0,2,166.3666667,1,34,,1,0,0,0,0,0
0,27000,54515,82539,0,20,0,0,203.8613989,0,26,37.11235228,1,0,0,0,0,0
0,27000,45880,82425,0,21,0,0,212.6442208,0,27,36.9977936,1,0,0,0,0,0
0,27000,54834,85391,0,9,0,1,132.5785446,2,30,39.30573912,1,0,0,0,0,0
0,27000,,38441,0,8,1,,85.17950335,,14,23.69117601,1,0,0,0,0,0
0,27000,60631,86091,0,24,0,2,200.1414536,1,20,26.24875663,1,0,0,0,0,0
0,27000,23160,58074,0,36,0,0,275.8432307,1,24,40.13322041,1,0,0,0,0,0
0,27000,,61844,0,26,0,0,133.0997369,0,8,22.71865262,1,0,0,0,0,0
0,27000,,38356,0,8,0,,87.47422306,,13,20.92741537,1,0,0,0,0,0
1,27100,63844,101000,0,8,1,1,128.8,0,22,,1,0,0,0,0,0
0,27100,140305,237302,1,27,0,0,349.5142676,2,18,37.42084716,0,0,0,0,1,0
0,27100,44095,77587,0,14,1,0,92.14002902,6,15,33.5355472,0,0,0,1,0,0
0,27100,24494,77479,0,,1,1,101.3129167,1,26,31.12455386,1,0,0,0,0,0
0,27100,,31681,1,23,0,0,92.51403036,2,15,29.74190894,1,0,0,0,0,0
0,27100,33649,63214,,2,0,0,113.0367365,2,6,37.83786387,0,1,0,0,0,0
0,27100,20479,46735,0,24,0,0,103.8162897,0,10,24.25867722,1,0,0,0,0,0
0,27100,118200,159739,0,6,0,1,117.1521605,3,27,34.20600845,0,0,0,0,1,0
0,27100,20497,74244,0,,1,2,93.06034262,1,25,27.36133981,1,0,0,0,0,0
0,27200,70730,93752,0,8,0,0,165.9193329,0,20,36.17090549,0,1,0,0,0,0
0,27200,145725,179197,0,1,0,0,183.3762884,0,34,40.28747993,1,0,0,0,0,0
0,27200,83894,121302,0,6,0,1,124.2746965,0,18,29.73248931,0,0,0,0,1,0
0,27200,110470,180982,0,17,0,0,295.4714492,1,30,34.7669497,0,0,1,0,0,0
0,27200,61000,104044,0,16,0,1,141.9812345,0,30,39.54650758,1,0,0,0,0,0
0,27200,101680,134864,0,10,0,1,150.596198,0,29,40.88049467,0,1,0,0,0,0
0,27200,97541,126368,0,0,1,0,186.7785479,3,38,34.81068944,0,0,0,0,1,0
1,27200,61118,35184,0,10,4,2,134.6489043,7,23,45.25528966,0,0,1,0,0,0
0,27200,24070,58216,0,35,0,0,273.3417572,0,24,37.63994733,1,0,0,0,0,0
